index,sample_id,possible_answers,query_type,query,answer,image_name
0,0,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",False,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_002005.png
1,1,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_006310.png
2,2,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_003283.png
3,3,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",False,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_008025.png
4,4,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_002331.png
5,5,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_006354.png
6,6,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_008031.png
7,7,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_003814.png
8,8,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_009570.png
9,9,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_006971.png
10,10,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_005574.png
11,11,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_008350.png
12,12,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_008522.png
13,13,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_002791.png
14,14,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_008171.png
15,15,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",False,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_000729.png
16,16,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",False,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_007188.png
17,17,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_002041.png
18,18,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",False,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_002246.png
19,19,,,"## Image description:
The image shows 3 objects.
## Rule:
If all objects with the same shape have the same color, then $Y$ is True. Otherwise, $Y$ is False.
## Query:
What is $Y$?",True,/home/jovyan/workspace/datasets/CLE4EVR_3obj/test/CLEVR_train_005434.png
